type,year,make,model,trim,mileage,price
USED,2008,Honda,Accord,EX,78287,13591
USED,2011,Honda,Civic,DX-VP,42337,12598
USED,2012,Honda,Civic,EX-L,27040,17998
USED,2013,Honda,Accord,LX-S,4337,20998
USED,2005,Honda,Accord,Hybrid,80173,11950
USED,2013,Honda,Civic,EX,4157,18871
USED,2012,Honda,Accord,LX,22997,14774
USED,2012,Honda,Accord,EX-L V-6,40380,19760
USED,2012,Honda,Civic,LX,41033,15150
USED,2012,Honda,Civic,EX-L,101695,12000
USED,2012,Honda,Accord,LX,52880,15971
USED,2005,Honda,Accord,Hybrid,126754,11882
USED,2013,Honda,Civic,EX,26476,16881
USED,2012,Honda,Accord,LX,39391,16982
USED,2013,Honda,Civic,LX,17954,16900
USED,2013,Infiniti,G Sedan,G37 Journey,21271,24588
USED,2011,Infiniti,G Sedan,G37 Journey,34083,26995
USED,2011,Infiniti,G Sedan,G37 Journey,55778,22000
USED,2011,Infiniti,G Sedan,G37 Journey,38520,26488
USED,2011,Infiniti,G Sedan,G37 Sport,34861,26997
USED,2011,Infiniti,G Sedan,G37 Journey,26070,26488
USED,2011,Infiniti,G Sedan,G37 Journey,24964,26995
USED,2012,Infiniti,G Sedan,G37 Journey,25649,27997
USED,2012,Infiniti,G Sedan,G37 Journey,40477,27488
USED,2012,Infiniti,G Sedan,G37 Journey,34688,26997
USED,2012,Infiniti,G Sedan,G37 Journey,31557,28488
USED,2012,Infiniti,G Sedan,G37 Journey,34243,27995
USED,2011,Infiniti,G Sedan,G37 Journey,24212,24999
USED,2013,Infiniti,G Sedan,G37 Journey,24504,27981
USED,2012,Infiniti,G Sedan,G37 Journey,54317,24988
USED,2011,Infiniti,G Sedan,G37 Journey,39934,23988
USED,2011,Infiniti,G Sedan,G37 Journey,25123,23588
USED,2011,Infiniti,G Sedan,G37 Journey,33757,22988
USED,2011,Infiniti,G Sedan,G37 Sport Appearance Edition,39080,24988
USED,2011,Infiniti,G Sedan,G37 Journey,35755,22981
USED,2011,Infiniti,G Sedan,G37 Journey,17780,26568
USED,2011,Infiniti,G Sedan,G37 Journey,63833,19988
USED,2011,Infiniti,G Sedan,G37 Journey,37461,24981
USED,2012,Infiniti,G Sedan,G37 Journey,32378,25976
USED,2013,Infiniti,G Sedan,G37 Journey,22165,26738
USED,2013,Infiniti,G Sedan,G37 Journey,18379,27481
USED,2013,Infiniti,G Sedan,G37x,37527,26688
USED,2011,Infiniti,G Sedan,G37 Journey,34526,22987
USED,2011,Infiniti,G Sedan,G37 Journey,50208,22481
USED,2012,Infiniti,G Sedan,G25 Journey,23830,23281
USED,2013,Infiniti,G Sedan,G37 Journey,23835,27891
USED,2012,Infiniti,G Sedan,G37 Journey,31852,25985
USED,2012,Infiniti,G Sedan,G37 Journey,24873,25682
USED,2012,Infiniti,G Sedan,G25 Journey,20601,21888
USED,2012,Infiniti,G Sedan,G37 Journey,39661,22888
USED,2013,Infiniti,G Sedan,G37 Journey,12275,26600
USED,2011,Infiniti,G Sedan,G37 Sport Appearance Edition,28160,23991
USED,2012,Infiniti,G Sedan,G37x,57827,21998
USED,2013,Infiniti,G Sedan,G37 Journey,21797,27581
USED,2012,Infiniti,G Sedan,G37 Journey,27924,26581
USED,2013,Infiniti,G Sedan,G37x,19387,25991
USED,2013,Infiniti,G Sedan,G37 Journey,16396,26988
USED,2012,Infiniti,G Sedan,G37 Journey,10282,26488
USED,2012,Infiniti,G Sedan,G25 Journey,28952,22900
USED,2011,Infiniti,G Sedan,G37 Journey,29095,23900
USED,2012,Infiniti,G Sedan,G37 Journey,21085,26999
USED,2011,Infiniti,G Sedan,G37 Journey,34567,24991
USED,2013,Infiniti,G Sedan,G37 Journey,23764,27491
USED,2013,Infiniti,G Sedan,G37 Journey,20769,27491
USED,2013,Infiniti,G Sedan,G37 Journey,18693,27991
USED,2013,Infiniti,G Sedan,G37 Journey,30828,27995
USED,2012,Infiniti,G Sedan,G37 Journey,15000,24890
USED,2011,Infiniti,G Sedan,G25x,20105,22998
USED,2012,Infiniti,G Sedan,G25 Journey,16803,23599
USED,2012,Infiniti,G Sedan,G25 Journey,22419,23599
USED,2013,Infiniti,G Sedan,G37 Journey,23120,24998
USED,2012,Infiniti,G Sedan,G37 Journey,17257,24599
USED,2011,Infiniti,G Sedan,G25 Journey,35009,19998
USED,2011,Infiniti,G Sedan,G37 Journey,40670,22599
USED,2013,Infiniti,G Sedan,G37 Journey,15260,27998
USED,2011,Infiniti,G Sedan,G37 Journey,39839,21599
USED,2011,Infiniti,G Sedan,G37 Journey,51542,21998
USED,2013,Infiniti,G Sedan,G37x,14272,29998
USED,2013,Infiniti,G Sedan,G37 Journey,20105,29998
USED,2013,Infiniti,G Sedan,G37 Journey,48156,26998
USED,2013,Infiniti,G Sedan,G37 Journey,23000,29998
USED,2011,Infiniti,G Sedan,G37 Journey,58475,23998
USED,2013,Infiniti,G Sedan,G37 Journey,23156,26998
USED,2012,Infiniti,G Sedan,G25 Journey,35823,22498
USED,2013,Infiniti,G Sedan,G37x,45866,26998
USED,2012,Infiniti,G Sedan,G37 Journey,47000,25998
USED,2013,Infiniti,G Sedan,G37x,51094,23970
USED,2012,Infiniti,G Sedan,G37 Journey,32083,22998
USED,2011,Infiniti,G Sedan,G25 Journey,9081,22599
USED,2011,Infiniti,G Sedan,G25 Journey,37835,20599
USED,2013,Infiniti,G Sedan,G37 Journey,19934,26998
USED,2011,Infiniti,G Sedan,G37 Journey,38783,22998
USED,2013,Infiniti,G Sedan,G37 Journey,23577,25998
USED,2012,Infiniti,G Sedan,G37 Journey,42584,23975
USED,2013,Infiniti,G Sedan,G37x,47028,24995
USED,2013,Infiniti,G Sedan,G37 Journey,14086,28998
USED,2011,Infiniti,G Sedan,G37 Journey,23484,24599
USED,2011,Infiniti,G Sedan,G25 Journey,31754,20998
USED,2012,Infiniti,G Sedan,G25 Journey,24084,23599
USED,2011,Infiniti,G Sedan,G25 Journey,32000,20998
USED,2013,Infiniti,G Sedan,G37 Journey,28927,25998
USED,2012,Infiniti,G Sedan,G25 Journey,20353,23599
USED,2012,Infiniti,G Sedan,G25 Journey,17866,23998
USED,2011,Infiniti,G Sedan,G25 Journey,28080,20998
USED,2011,Infiniti,G Sedan,G25 Journey,19926,21599
USED,2011,Infiniti,G Sedan,G25 Journey,33505,20599
USED,2012,Infiniti,G Sedan,G37 Journey,33857,24599
USED,2011,Infiniti,G Sedan,G25 Journey,32732,20998
USED,2011,Infiniti,G Sedan,G37 Journey,17180,24998
USED,2013,Infiniti,G Sedan,G37 Journey,14950,25998
USED,2011,Infiniti,G Sedan,G25 Journey,31860,20998
USED,2012,Infiniti,G Sedan,G25 Journey,21502,22998
USED,2013,Infiniti,G Sedan,G37x,17683,24998
USED,2013,Infiniti,G Sedan,G37 Journey,24468,25998
USED,2013,Infiniti,G Sedan,G37x,21971,26998
USED,2012,Infiniti,G Sedan,G37 Journey,19488,22998
USED,2011,Infiniti,G Sedan,G37 Journey,19910,21599
USED,2013,Infiniti,G Sedan,G37x,14405,24998
USED,2011,Infiniti,G Sedan,G37 Journey,47297,21998
USED,2013,Infiniti,G Sedan,G37 Journey,35371,25999
USED,2013,Infiniti,G Sedan,G37x,45354,24998
USED,2013,Infiniti,G Sedan,G37 Journey,25269,27995
USED,2012,Infiniti,G Sedan,G37x,17017,25960
USED,2011,Infiniti,G Sedan,G37 Journey,39485,22900
USED,2011,Infiniti,G Sedan,G37 Journey,21714,26997
USED,2013,Infiniti,G Sedan,G37 Journey,19720,27588
USED,2011,Infiniti,G Sedan,G37 Journey,49852,24988
USED,2011,Infiniti,G Sedan,G37 Journey,24069,23988
USED,2013,Infiniti,G Sedan,G37x,41091,23939
USED,2013,Infiniti,G Sedan,G37 Journey,17746,27295
USED,2013,Infiniti,G Sedan,G37x,14385,27995
USED,2011,Infiniti,G Sedan,G37x,11528,27495
USED,2013,Infiniti,G Sedan,G37 Journey,19551,26995
USED,2013,Infiniti,G Sedan,G37 Journey,15414,27495
USED,2012,Infiniti,G Sedan,G37 Journey,14759,27995
USED,2013,Infiniti,G Sedan,G37 Journey,12458,28495
USED,2013,Infiniti,G Sedan,G37 Journey,17365,27295
USED,2013,Infiniti,G Sedan,G37 Journey,10550,27495
USED,2011,Infiniti,G Sedan,G37 Journey,28907,24995
USED,2013,Infiniti,G Sedan,G37 Journey,19394,26995
USED,2013,Infiniti,G Sedan,G37 Journey,20408,26495
USED,2011,Infiniti,G Sedan,G37 Journey,38896,24995
USED,2012,Infiniti,G Sedan,G37 Journey,24195,26995
USED,2013,Infiniti,G Sedan,G37 Journey,16215,27495
USED,2013,Infiniti,G Sedan,G37 Journey,17916,27295
USED,2013,Infiniti,G Sedan,G37 Journey,19524,26995
USED,2013,Infiniti,G Sedan,G37 Journey,11043,27995
USED,2013,Infiniti,G Sedan,G37 Journey,24094,27995
USED,2011,Infiniti,G Sedan,G37 Journey,46426,24995
USED,2012,Infiniti,G Sedan,G37 Journey,18865,25981
USED,2013,Infiniti,G Sedan,G37 Journey,16696,25981
USED,2013,Infiniti,G Sedan,G37 Journey,18013,26981
USED,2012,Infiniti,G Sedan,G37 Journey,17948,25981
USED,2013,Infiniti,G Sedan,G37 Journey,29714,30999
USED,2011,Infiniti,G Sedan,G37 Journey,32734,22995
USED,2012,Infiniti,G Sedan,G37 Journey,40956,24991
USED,2011,Infiniti,G Sedan,G37 Journey,25719,24888
USED,2013,Infiniti,G Sedan,G37 Journey,36931,25888
USED,2013,Infiniti,G Sedan,G37 Journey,54284,23988
USED,2012,Infiniti,G Sedan,G37 Journey,28344,24998
USED,2012,Infiniti,G Sedan,G37 Journey,23967,24999
USED,2012,Infiniti,G Sedan,G37 Journey,24991,24352
USED,2011,Infiniti,G Sedan,G37 Journey,48732,23888
USED,2012,Lexus,RX 350,Base,26777,33588
USED,2012,Lexus,RX 350,Base,42297,35988
USED,2012,Lexus,RX 350,Base,24006,35988
USED,2010,Lexus,RX 350,Base,37530,32222
USED,2012,Lexus,RX 350,Base,37193,30988
USED,2009,Lexus,RX 350,Base,74588,21774
USED,2007,Lexus,RX 350,Base,109816,14991
USED,2007,Lexus,RX 350,Base,117773,14584
USED,2009,Lexus,RX 350,Base,79012,21988
USED,2011,Lexus,RX 350,Base,37500,32888
USED,2012,Lexus,RX 350,Base,37091,32888
USED,2012,Lexus,RX 350,Base,34513,34888
USED,2012,Lexus,RX 350,Base,25864,35988
USED,2012,Lexus,RX 350,Base,26711,34888
USED,2012,Lexus,RX 350,Base,29571,33888
USED,2012,Lexus,RX 350,Base,21695,35888
USED,2013,Lexus,RX 350,Base,23588,38888
USED,2013,Lexus,RX 350,Base,21528,38888
USED,2011,Lexus,RX 350,Base,48021,30888
USED,2011,Lexus,RX 350,Base,34520,32988
USED,2012,Lexus,RX 350,Base,29068,34888
USED,2012,Lexus,RX 350,Base,29585,33888
USED,2013,Lexus,RX 350,Base,25730,38888
USED,2013,Lexus,RX 350,Base,22457,39888
USED,2012,Lexus,RX 350,Base,20821,33000
USED,2012,Lexus,RX 350,Base,36020,36988
USED,2012,Lexus,RX 350,Base,47059,36988
USED,2012,Lexus,RX 350,Base,46655,35988
USED,2012,Lexus,RX 350,Base,52762,34988
USED,2012,Lexus,RX 350,Base,40594,36988
USED,2012,Lexus,RX 350,Base,22176,38988
USED,2012,Lexus,RX 350,Base,35046,37988
USED,2012,Lexus,RX 350,Base,49960,34988
USED,2010,Lexus,RX 350,Base,52940,31988
USED,2012,Lexus,RX 350,Base,51710,34988
USED,2012,Lexus,RX 350,Base,23509,37988
USED,2012,Lexus,RX 350,Base,34026,32988
USED,2011,Lexus,RX 350,Base,48185,34988
USED,2012,Lexus,RX 350,Base,39820,33988
USED,2013,Lexus,RX 350,Base,12918,41988
USED,2013,Lexus,RX 350,Base,27122,39988
USED,2011,Lexus,RX 350,Base,47114,34988
USED,2012,Lexus,RX 350,Base,30692,37988
USED,2013,Lexus,RX 350,Base,35363,37988
USED,2010,Lexus,RX 350,Base,54728,32988
USED,2010,Lexus,RX 350,Base,62728,26988
USED,2013,Lexus,RX 350,Base,27169,40988
USED,2013,Lexus,RX 350,Base,28756,39988
USED,2011,Lexus,RX 350,Base,30513,29591
USED,2010,Lexus,RX 350,Base,52292,24584
USED,2013,Lexus,RX 350,F Sport,14283,39991
USED,2008,Lexus,RX 350,Base,91590,17588
USED,2009,Lexus,RX 350,Base,80035,21988
USED,2013,Lexus,RX 350,Base,28586,38888
USED,2013,Lexus,RX 350,Base,20690,37888
USED,2012,Lexus,RX 350,Base,30865,33998
USED,2012,Lexus,RX 350,Base,35542,33998
USED,2012,Lexus,RX 350,Base,29886,32888
USED,2012,Lexus,RX 350,Base,23626,33888
USED,2013,Lexus,RX 350,Base,21054,39888
USED,2012,Lexus,RX 350,Base,27303,36988
USED,2013,Lexus,RX 350,Base,18095,39888
USED,2012,Lexus,RX 350,Base,29088,32988
USED,2010,Lexus,RX 350,Base,49698,28991
USED,2009,Lexus,RX 350,Base,42261,24981
USED,2011,Lexus,RX 350,Base,93543,23991
USED,2010,Lexus,RX 350,Base,61576,28982
USED,2012,Lexus,RX 350,Base,30765,34981
USED,2012,Lexus,RX 350,Base,39762,35982
USED,2013,Lexus,RX 350,Base,23911,39981
USED,2012,Lexus,RX 350,Base,37663,33884
USED,2008,Lexus,RX 350,Base,71185,18777
USED,2007,Lexus,RX 350,Base,109719,15998
USED,2012,Lexus,RX 350,Base,53851,32980
USED,2012,Lexus,RX 350,Base,44408,33980
USED,2012,Lexus,RX 350,Base,40800,33980
USED,2010,Lexus,RX 350,Base,83851,26980
USED,2012,Lexus,RX 350,Base,34287,34980
USED,2012,Lexus,RX 350,Base,51856,32980
USED,2012,Lexus,RX 350,Base,65480,31980
USED,2012,Lexus,RX 350,Base,44698,33980
USED,2013,Lexus,RX 350,Base,48251,35980
USED,2013,Lexus,RX 350,Base,41131,36980
USED,2012,Lexus,RX 350,Base,45430,33980
USED,2012,Lexus,RX 350,Base,43401,33980
USED,2012,Lexus,RX 350,Base,44208,33980
USED,2012,Lexus,RX 350,Base,40220,34980
USED,2010,Lexus,RX 350,Base,45184,29980
USED,2012,Lexus,RX 350,Base,45042,32980
USED,2012,Lexus,RX 350,Base,33119,34980
USED,2012,Lexus,RX 350,Base,35334,34980
USED,2010,Lexus,RX 350,Base,57116,28980
USED,2012,Lexus,RX 350,Base,42742,32980
USED,2012,Lexus,RX 350,Base,35556,32980
USED,2012,Lexus,RX 350,Base,20508,32980
USED,2013,Lexus,RX 350,Base,18635,39980
USED,2012,Lexus,RX 350,Base,31883,34980
USED,2011,Lexus,RX 350,Base,45793,29987
USED,2012,Lexus,RX 350,Base,34205,33997
USED,2009,Lexus,RX 350,Base,78773,20489
USED,2011,Lexus,RX 350,Base,68729,28991
USED,2009,Lexus,RX 350,Base,52732,21900
USED,2011,Lexus,RX 350,Base,42791,33188
USED,2013,Lexus,RX 350,Base,22679,39788
USED,2013,Lexus,RX 350,Base,15182,41988
USED,2013,Lexus,RX 350,Base,14718,39888
USED,2012,Lexus,RX 350,Base,30583,34988
USED,2012,Lexus,RX 350,Base,34110,36988
USED,2012,Lexus,RX 350,Base,61721,32988
USED,2013,Volkswagen,Jetta,SE PZEV,28648,13950
USED,2007,Volkswagen,Jetta,Wolfsburg Edition PZEV,79682,8988
USED,2007,Volkswagen,Jetta,2.5 PZEV,99000,8555
USED,2003,Volkswagen,Jetta,GL TDI,144303,5495
USED,2013,Volkswagen,Jetta,SE PZEV,38992,14599
USED,2012,Volkswagen,Jetta,SE PZEV,24635,14988
USED,2010,Volkswagen,Jetta,TDI,105785,12591
USED,2013,Volkswagen,Jetta,SE PZEV,41730,13744
USED,2013,Volkswagen,Jetta,SE PZEV,35943,14644
USED,2013,Volkswagen,Jetta,SE PZEV,38527,13884
USED,2003,Volkswagen,Jetta,GLS TDI,206173,5988
USED,2012,Volkswagen,Jetta,SE PZEV,39458,13750
USED,2011,Volkswagen,Jetta,SE PZEV,28977,13988
USED,2001,Volkswagen,Jetta,GLS,57518,6988
USED,2010,Volkswagen,Jetta,SportWagen TDI,57144,15888
USED,2004,Volkswagen,Jetta,GLS 1.8T,100210,6492
USED,2013,Volkswagen,Jetta,TDI,41401,18991
USED,2011,Volkswagen,Jetta,SE PZEV,73577,10991
USED,2007,Volkswagen,Jetta,Wolfsburg Edition PZEV,80090,9500
USED,2013,Volkswagen,Jetta,SE PZEV,39104,14500
USED,2001,Volkswagen,Jetta,GLS,117185,5385
USED,2011,Volkswagen,Jetta,SE PZEV,32582,14388
USED,2013,Volkswagen,Jetta,SE PZEV,36477,14799
USED,2011,Volkswagen,Jetta,TDI,46000,15992
USED,2013,Volkswagen,Jetta,S,34466,14991
USED,2005,Volkswagen,Jetta,2.5 PZEV,82145,7594
USED,2008,Volkswagen,Jetta,SEL PZEV,96637,9998
USED,2012,Volkswagen,Jetta,SE PZEV,66457,10977
USED,2010,Volkswagen,Jetta,SportWagen S PZEV,78500,13998
USED,2007,Volkswagen,Jetta,2.5 PZEV,152592,6997
USED,2006,Volkswagen,Jetta,GLI,83525,10999
USED,2000,Volkswagen,Jetta,GLS,105448,5999
USED,2012,Volkswagen,Jetta,SE PZEV,42548,12852
USED,2003,Volkswagen,Jetta,Wolfsburg Edition,109744,6991
USED,2007,Volkswagen,Jetta,Wolfsburg Edition,149120,8991
USED,2007,Volkswagen,Jetta,Wolfsburg Edition PZEV,125209,8891
USED,2012,Volkswagen,Jetta,S,28391,12988
USED,2013,Volkswagen,Jetta,SE PZEV,55136,14988
USED,2013,Volkswagen,Jetta,SE PZEV,34739,13995
USED,2012,Volkswagen,Jetta,SEL Premium PZEV,34961,14995
USED,2010,Volkswagen,Jetta,Limited Edition PZEV,73659,9980
USED,2012,Volkswagen,Jetta,SE PZEV,20880,16000
USED,2012,Volkswagen,Jetta,SE PZEV,29424,16000
USED,2012,Volkswagen,Jetta,S,28825,13800
USED,2012,Volkswagen,Jetta,TDI,26360,18995
USED,2012,Volkswagen,Jetta,S,18744,14000
USED,2012,Volkswagen,Jetta,Base,9446,14500
USED,2013,Volkswagen,Jetta,S,10626,16000
USED,2010,Volkswagen,Jetta,Limited Edition PZEV,48426,12500
USED,2002,Volkswagen,Jetta,GLS 1.8T,145023,6000
USED,2010,Volkswagen,Jetta,Limited Edition PZEV,70529,11000
USED,2012,Volkswagen,Jetta,SEL PZEV,17311,18352
USED,2011,Volkswagen,Jetta,SEL PZEV,38731,14888
USED,2012,Volkswagen,Jetta,SE PZEV,22550,15888
USED,2009,Volkswagen,Jetta,SportWagen S PZEV,71241,11000
USED,2013,Volkswagen,Jetta,SE PZEV,39096,14900
USED,2012,Volkswagen,Jetta,TDI,64580,15995
USED,2010,Volkswagen,Jetta,Limited Edition PZEV,43583,11793
USED,2004,Volkswagen,Jetta,GLS,92206,5981
USED,2009,Volkswagen,Jetta,S PZEV,33628,10800
USED,2009,Volkswagen,Jetta,TDI,97551,10991
USED,2001,Volkswagen,Jetta,GLS VR6,184102,3994
USED,2008,Volkswagen,Jetta,S PZEV,92500,8995
USED,2011,Volkswagen,Jetta,SE PZEV,54736,12888
USED,2012,Volkswagen,Jetta,S,30613,13988
USED,2011,Volkswagen,Jetta,TDI,49722,15999
USED,2013,Volkswagen,Jetta,SE PZEV,37749,13998
USED,2013,Volkswagen,Jetta,S,13492,14998
USED,2013,Volkswagen,Jetta,SE PZEV,36193,13998
USED,2010,Volkswagen,Jetta,S PZEV,60201,11599
USED,2013,Volkswagen,Jetta,S,41039,13998
USED,2013,Volkswagen,Jetta,SE PZEV,35180,14599
USED,2013,Volkswagen,Jetta,SE PZEV,37893,13998
USED,2013,Volkswagen,Jetta,SE PZEV,35563,13998
USED,2011,Volkswagen,Jetta,SE,34607,13998
USED,2013,Volkswagen,Jetta,SE PZEV,36706,13998
USED,2013,Volkswagen,Jetta,SE PZEV,35925,13998
USED,2011,Volkswagen,Jetta,S,32692,13599
USED,2013,Volkswagen,Jetta,S,10860,15998
USED,2010,Volkswagen,Jetta,Limited Edition PZEV,70405,11998
USED,2011,Volkswagen,Jetta,Base,26016,11998
USED,2013,Volkswagen,Jetta,SE PZEV,37170,14998
USED,2013,Volkswagen,Jetta,SE PZEV,34248,13599
USED,2013,Volkswagen,Jetta,SE PZEV,40228,12998
USED,2013,Volkswagen,Jetta,TDI,14885,21998
USED,2003,Volkswagen,Jetta,GL 1.8T,149686,9998
USED,2012,Volkswagen,Jetta,S,39863,13998
USED,2013,Volkswagen,Jetta,SE PZEV,38586,14498
USED,2011,Volkswagen,Jetta,S,48310,12998
USED,2011,Volkswagen,Jetta,SE PZEV,62062,12998
USED,2013,Volkswagen,Jetta,SE PZEV,55770,15870
USED,2010,Volkswagen,Jetta,TDI,189676,9999
USED,2004,Volkswagen,Jetta,GL 1.8T,89553,5999
USED,2013,Volkswagen,Jetta,SE PZEV,44900,14988
USED,2013,Volkswagen,Jetta,SE PZEV,35907,14980
USED,2013,Volkswagen,Jetta,SE PZEV,36684,14988
USED,2013,Volkswagen,Jetta,TDI,40318,19988
USED,2013,Volkswagen,Jetta,SE PZEV,37596,13899
USED,2013,Volkswagen,Jetta,SE PZEV,35748,14671
USED,2013,Volkswagen,Jetta,SE PZEV,40026,14599
USED,2013,Volkswagen,Jetta,S,19004,15599
USED,2011,Volkswagen,Jetta,SE PZEV,23336,14998
USED,2012,Volkswagen,Jetta,SE PZEV,39340,14998
USED,2013,Volkswagen,Jetta,SE PZEV,19793,15998
USED,2012,Volkswagen,Jetta,SE PZEV,34136,13988
USED,2010,Volkswagen,Jetta,SportWagen TDI,118585,12750
USED,2013,Volkswagen,Jetta,TDI,44235,18400
USED,2009,Volkswagen,Jetta,SportWagen S,77211,11000
USED,2012,Volkswagen,Jetta,TDI,31161,19988
USED,2013,Volkswagen,Jetta,S,25381,13988
USED,2013,Volkswagen,Jetta,SE PZEV,36695,14988
USED,2013,Volkswagen,Jetta,S,45236,13998
USED,2012,Volkswagen,Jetta,S,18640,14599
USED,2013,Volkswagen,Jetta,SE PZEV,38781,13998
USED,2013,Volkswagen,Jetta,SE PZEV,34432,13599
USED,2012,Volkswagen,Jetta,S,26045,14599
USED,2011,Volkswagen,Jetta,S,59903,12998
USED,2012,Volkswagen,Jetta,S,41402,13998
USED,2013,Volkswagen,Jetta,SE PZEV,38324,13599
USED,2012,Volkswagen,Jetta,S,16049,14599
USED,2012,Volkswagen,Jetta,SE PZEV,31889,14998
USED,2013,Volkswagen,Jetta,SE PZEV,39233,14599
USED,2013,Volkswagen,Jetta,SE PZEV,35939,13599
USED,2013,Volkswagen,Jetta,SE PZEV,31768,14200
USED,2012,Volkswagen,Jetta,S,65985,13495
USED,2012,Volkswagen,Jetta,SE PZEV,77199,13000
